Station,Code,In station_base,In output,Shared by both,shared_by_all_three,in_sh_price_info,lng,lat
朝阳川,CYL,True,True,True,False,False,120.45749949793276,41.57982086475567
寿阳,SYV,True,True,True,False,False,113.191647,37.882055
郫县,PWW,True,True,True,False,False,103.886629,30.808481
淄博,ZBK,True,True,True,True,True,118.05764,36.788868
尤溪,YXS,True,True,True,True,True,118.141744,26.167426
皮山,PSR,True,True,True,False,False,78.285004,37.565352
三原,SAY,True,True,True,False,False,108.947852,34.605329
桐子林,TEW,True,True,True,False,False,101.855438,26.709885
喀喇其,KQX,True,True,True,False,False,122.056274,50.701626
李旺,VLJ,True,True,True,False,False,106.102715,36.663952
大余,DYG,True,True,True,True,True,114.424625,25.439506
花园,HUN,True,True,True,False,False,113.978546,31.242527
婺源,WYG,True,True,True,True,True,117.88349595157972,29.24530769238183
义乌,YWH,True,True,True,True,True,120.043386,29.377875
冷水江东,UDQ,True,True,True,True,True,111.467195,27.658584
平原堡,PPJ,True,True,True,False,False,116.439937,37.170369
小儿坪,,True,False,False,False,False,104.265068,28.497988
朗乡,LXB,True,True,True,False,False,128.878448,46.958977
岭南,,True,False,False,False,False,121.785927,50.211224
新乐,ELP,True,True,True,False,False,114.692301,38.342882
安顺,ASW,True,True,True,False,False,105.944066,26.22973
娄山关南,LSE,True,True,True,False,False,120.391968,36.212971
张家口南,IXP,True,True,True,False,False,114.883136,40.751877
吉安,VAG,True,True,True,True,True,115.021049,27.105405
武威南,WWJ,True,True,True,False,False,102.737707,37.815298
林西,LXC,True,True,True,False,False,118.081537,43.593272
渭南西,,True,False,False,False,False,109.443494,34.478259
古城,,True,False,False,False,False,100.232257,26.876213
鹰潭北,YKG,True,True,True,True,True,117.038954,28.305503
介休东,JDV,True,True,True,False,False,111.988081,37.053416
东沟门,,True,False,False,False,False,119.079849,40.9221
天义,TND,True,True,True,False,False,119.337662,41.594982
丽水,USH,True,True,True,True,True,119.95301,28.441695
建安,JUL,True,True,True,False,False,118.362595,27.068186
遵义,ZYE,True,True,True,True,True,106.94876,27.703277
洛阳东,LDF,True,True,True,False,False,112.486176,34.696696
平凉,PIJ,True,True,True,True,True,106.707255,35.550703
龙井,LJL,True,True,True,False,False,129.430821,42.77928
长城,CEJ,True,True,True,False,False,104.112381,37.290306
毛坝,MBY,True,True,True,False,False,107.744949,31.616144
南城司,NSP,True,True,True,False,False,116.617573,27.564373
库都尔,KDX,True,True,True,False,False,121.630379,50.026634
龙塘坝,LBM,True,True,True,False,False,101.700066,25.247477
九龙,,True,False,False,False,False,101.5134156671805,29.006431902924817
莱西北,LBK,True,True,True,False,False,120.529594,36.824303
阳泉,AQP,True,True,True,False,False,113.592317,37.857306
杭州东,HGH,True,True,True,True,True,120.212427,30.291538
小池口,,True,False,False,False,False,116.011673,29.760437
东莞港,,True,False,False,False,False,113.751765,23.020536
风陵渡,FLV,True,True,True,False,False,110.312057,34.631565
临西,UEP,True,True,True,False,False,115.714165,36.927346
湟源,HNO,True,True,True,False,False,101.82256,36.610362
羊堡,ABM,True,True,True,False,False,102.806824,24.967682
金沟屯,VGP,True,True,True,False,False,117.517105,41.059803
武夷山北,WBS,True,True,True,True,True,118.045315,27.777479
东方红,DFB,True,True,True,False,False,108.668737,19.114421
册亨,CHZ,True,True,True,False,False,105.58027296893736,24.92028664688718
八达岭长城,,True,False,False,False,False,115.972588,40.364788
威海,WKK,True,True,True,True,True,122.14364,37.426643
嘎什甸子,GXD,True,True,True,False,False,121.364098,43.317299
富源,FYM,True,True,True,False,False,104.254601,25.658685
贵定,GTW,True,True,True,False,False,107.227955,26.58143
台前,TTK,True,True,True,False,False,115.864113,35.964186
近海,JHD,True,True,True,False,False,130.395203,42.837936
柳江,UQZ,True,True,True,False,False,109.330086,24.259346
胜芳,SUP,True,True,True,False,False,116.717918,39.081959
定州,DXP,True,True,True,False,False,114.972946,38.529808
和静,HJR,True,True,True,False,False,86.372148,42.31124
大红旗,DQD,True,True,True,False,False,113.881415834155,35.310135512691105
洛阳龙门,LLF,True,True,True,True,True,112.460606,34.594535
和什托洛盖,VSR,True,True,True,False,False,86.273964,46.407043
榆树台,YUT,True,True,True,False,False,126.53960936347067,44.84543972769254
柴河,CHB,True,True,True,False,False,129.686493,44.767357
串子沟,,True,False,False,False,False,120.434723,40.734051
扶沟南,,True,False,False,False,False,114.385388,33.996731
北京,BJP,True,True,True,True,True,116.42543,39.903909
岚县,UXV,True,True,True,False,False,111.671917,38.279299
杨树湾,,True,False,False,False,False,120.066757,40.694481
镇紫街,,True,False,False,False,False,106.675575,28.787022
普湾,PWT,True,True,True,False,False,121.812813,39.330093
渑池南,MNF,True,True,True,True,True,111.774971,34.685551
羊马,YME,True,True,True,False,False,103.74649,30.655647
新青,XQB,True,True,True,False,False,129.526861,48.291582
宜州,YSZ,True,True,True,False,False,108.627333,24.478614
甘河,GAX,True,True,True,False,False,123.059044,50.629314
干塘,GNJ,True,True,True,False,False,104.519493,37.465488
王杨,WYB,True,True,True,False,False,127.925957,46.970303
兴宁,ENQ,True,True,True,False,False,115.728449,24.101692
彬州,BXY,True,True,True,False,False,108.11219359300034,35.05164819713493
永安南,YQS,True,True,True,True,True,117.388365,25.937702
阳江,WRQ,True,True,True,False,False,111.962036,21.881528
七里河,QLD,True,True,True,False,False,103.784454,36.065964
句容西,JWH,True,True,True,False,False,118.979446,31.83314
渡市,,True,False,False,False,False,107.284897,31.025824
禹城,YCK,True,True,True,True,True,116.633642,36.924278
石泉县,SXY,True,True,True,True,True,108.247887,33.038408
新津,IRW,True,True,True,False,False,103.843738,30.373708
二龙山屯,ELA,True,True,True,False,False,125.61304900113464,42.80212727813223
东来,RVD,True,True,True,False,False,121.642075,43.390038
安家,AJB,True,True,True,False,False,127.067871,45.052399
泗水,OSK,True,True,True,False,False,117.260365,35.636368
东二道河,DRB,True,True,True,False,False,130.43647841880392,45.40392318308208
横沟桥东,HNN,True,True,True,False,False,115.055388,40.59809
菇园,GYL,True,True,True,False,False,126.250946,41.810474
田师府,TFT,True,True,True,False,False,124.338699,41.241604
赤峰南,,True,False,False,False,False,118.886856,42.257817
广德号,,True,False,False,False,False,119.42747581034897,30.883667102643013
安达,ADX,True,True,True,False,False,125.323034,46.40195
黄山,HKH,True,True,True,False,False,118.322653,29.722584
承德东,CCP,True,True,True,False,False,117.990315,40.889129
宁安,NAB,True,True,True,False,False,129.462538,44.359919
戚墅堰,QYH,True,True,True,True,True,120.067764,31.722879
二连,RLC,True,True,True,False,False,111.986977,43.657528
毕节,,True,False,False,False,False,105.42580798908942,27.267424985021176
揭阳机场,,True,False,False,False,False,116.517761,23.543007
平田,PTM,True,True,True,False,False,104.506126,25.8354
三门峡南,SCF,True,True,True,True,True,111.160323,34.74953
缙云,JYH,True,True,True,False,False,120.095244,28.660542
英吉沙,YIR,True,True,True,False,False,76.17194676153466,38.973520134351695
贵阳东,KEW,True,True,True,True,True,106.732121,26.546667
平安驿,PNO,True,True,True,False,False,102.109187,36.505298
康金井,KJB,True,True,True,False,False,126.817139,46.196625
来宾北,UCZ,True,True,True,True,True,109.241473,23.753485
长发屯,,True,False,False,False,False,130.489929,46.742256
青龙,QIB,True,True,True,False,False,118.947033,40.406548
桥头,QAT,True,True,True,False,False,119.242294,32.174259
上腰墩,SPJ,True,True,True,False,False,102.832901,37.773502
羊臼河,YHM,True,True,True,False,False,101.832809,25.497282
敖头,,True,False,False,False,False,114.561096,28.454973
独山,RWW,True,True,True,False,False,107.547856,25.864513
万源,WYY,True,True,True,True,True,108.042949,32.083445
磐石,PSL,True,True,True,True,True,126.067599,42.928583
桑根达来,OGC,True,True,True,False,False,115.939278,42.675968
大足南,FQW,True,True,True,False,False,105.745742,29.421064
任家店,,True,False,False,False,False,119.385765,40.810009
亮甲店,LRT,True,True,True,False,False,121.941345,39.213215
贵定南,IDW,True,True,True,False,False,107.189962,26.346236
新林,XPX,True,True,True,False,False,124.412437,51.68058
帽儿山,MRB,True,True,True,False,False,127.519112,45.277557
亚布力西,YSB,True,True,True,False,False,98.936874,27.155647
寒葱沟,HKB,True,True,True,False,False,134.157761,47.971668
南洼,,True,False,False,False,False,119.380745,41.541927
渠黎,QLZ,True,True,True,False,False,107.792732,22.553907
定远,EWH,True,True,True,True,True,117.842114,32.575136
高楼房,GFM,True,True,True,False,False,117.698555,33.844589
沙海,SED,True,True,True,False,False,119.46656,41.497841
依安,YAX,True,True,True,False,False,125.286667,47.874459
三道湖,SDL,True,True,True,False,False,126.615799,42.281494
杭锦旗,,True,False,False,False,False,107.036194,40.269719
唐海南,IEP,True,True,True,False,False,110.160217,19.959281
沙后所,SSD,True,True,True,False,False,120.559586,40.478745
东大坝,,True,False,False,False,False,117.825333,41.665043
西八里,XLP,True,True,True,False,False,115.345146,40.438995
牧原,,True,False,False,False,False,121.133904,49.409302
容县,RXZ,True,True,True,True,True,110.532229,22.859001
带岭,DLB,True,True,True,False,False,129.020471,47.023026
神头,SEV,True,True,True,False,False,112.550964,39.361015
宜耐,YVM,True,True,True,False,False,103.605568,24.846239
韶山,SSQ,True,True,True,False,False,112.529943,27.920437
吉舒,JSL,True,True,True,False,False,126.802551,44.288155
宜春,YEG,True,True,True,True,True,114.436609,27.789301
柏果,BGM,True,True,True,False,False,104.503342,26.000961
清华园,QHP,True,True,True,False,False,116.339348,39.982262
吴家川,WCJ,True,True,True,False,False,104.541061,36.662785
平遥古城,PDV,True,True,True,False,False,112.181885,37.192699
通沟,TOL,True,True,True,False,False,125.719879,41.951832
涪陵北,FEW,True,True,True,True,True,107.277842,29.770109
大湾子,DFM,True,True,True,False,False,101.821533,26.001917
宿松,OAH,True,True,True,False,False,116.11062401821208,30.23541151293425
莱芜东,LWK,True,True,True,False,False,117.693902,36.229218
兴和北,,True,False,False,False,False,113.846052,40.888144
老边,LLT,True,True,True,False,False,122.368482,40.674796
平泉,PQP,True,True,True,False,False,118.700127,40.999571
普洱渡,,True,False,False,False,False,100.972569814728,22.830979186010275
高山子,GSD,True,True,True,False,False,122.058289,41.555103
三间房,SFX,True,True,True,False,False,123.842773,47.098324
利津南,LNK,True,True,True,False,False,118.174701,37.407299
广宁寺南,GNT,True,True,True,False,False,112.4474238750093,23.64103572633298
阿图什,ATR,True,True,True,False,False,76.222405,39.720217
建阳,JYS,True,True,True,False,False,118.113796,27.35456
贵定县,KIW,True,True,True,False,False,107.232889,26.557071
北屯市,BXR,True,True,True,False,False,87.824932,47.353177
横道河子,HDB,True,True,True,False,False,129.074936,44.814274
高平,GPF,True,True,True,False,False,112.918925,35.801046
横峰,HFG,True,True,True,True,True,117.601313,28.413322
盘关,PAM,True,True,True,False,False,104.502869,25.890717
元宝山,YUD,True,True,True,False,False,119.242009,42.234676
雁翅,YAP,True,True,True,False,False,115.897636,40.035076
临泉,,True,False,False,False,False,115.282621,33.05318
曹县,CXK,True,True,True,False,False,115.58182,34.825974
平泉北,PBP,True,True,True,False,False,118.673937,40.994122
东莞,RTQ,True,True,True,False,False,113.85918,23.089603
乌兰木图,VLT,True,True,True,False,False,98.48673569929517,36.9357478590324
海口,VUQ,True,True,True,True,True,110.162028,20.027238
花土坡,,True,False,False,False,False,103.840668,27.250061
松树台,,True,False,False,False,False,124.046013,41.37854
老城镇,ACQ,True,True,True,False,False,112.435764,34.685714
石城,SCT,True,True,True,False,False,115.332387,26.179432
义马,YMF,True,True,True,False,False,111.912713,34.721161
泔溪,,True,False,False,False,False,108.943329,28.977434
热水,RSD,True,True,True,False,False,103.149185,24.166782
内乡,NXF,True,True,True,False,False,111.866174,33.06762
朝阳湖,CYE,True,True,True,False,False,120.441654,41.578816
头道桥,,True,False,False,False,False,107.144829,40.589386
福生庄,,True,False,False,False,False,112.462662,40.967979
向阳,XDB,True,True,True,False,False,132.518429,47.607928
涪陵,FLW,True,True,True,True,True,107.333802,29.699223
密云北,MUP,True,True,True,False,False,116.862196,40.396836
湘乡,XXQ,True,True,True,True,True,112.52937,27.74509
宁波东,NVH,True,True,True,False,False,121.596002,29.84047
关林,GLF,True,True,True,False,False,112.512993,34.634155
小榆树,,True,False,False,False,False,125.010095,44.122858
苏州新区,ITH,True,True,True,True,True,120.524439,31.371993
徐家店,HYK,True,True,True,False,False,120.93837,30.113474
六安,UAH,True,True,True,True,True,116.499807,31.715072
玉门,YXJ,True,True,True,False,False,97.044715,40.27285
雁荡山,YGH,True,True,True,True,True,121.152084,28.341667
范家屯,FTT,True,True,True,False,False,125.075851,43.712952
黑井,HIM,True,True,True,False,False,101.742104,25.347868
本溪湖,BHT,True,True,True,False,False,123.767627,41.32764
乐昌东,ILQ,True,True,True,False,False,113.395377,25.111665
中台子,,True,False,False,False,False,118.356308,42.210354
大屯,DNT,True,True,True,False,False,125.164581,43.780445
虎石台,HUT,True,True,True,False,False,123.51392120407762,41.95110714241839
喀左,KZT,True,True,True,False,False,119.738886,41.125158
旺苍,WEW,True,True,True,False,False,106.266173,32.228845
枣阳,ZYN,True,True,True,True,True,112.760086,32.069666
绥芬河,SFB,True,True,True,False,False,131.136881,44.406557
金山园区,,True,False,False,False,False,121.368087,30.830276
长河碥,,True,False,False,False,False,105.780144,29.415344
漳州东,GOS,True,True,True,False,False,117.74462,24.564945
安仁,ARG,True,True,True,True,True,113.257169,26.769512
鹰潭,YTG,True,True,True,True,True,117.028462,28.235518
太子城,,True,False,False,False,False,115.181007,30.028362
荆门,JMN,True,True,True,True,True,112.211674,31.051057
博尔塔拉,,True,False,False,False,False,82.066159,44.905588
鹤山,,True,False,False,False,False,113.083106,22.617986
洋县西,YXY,True,True,True,True,True,107.523576,33.226709
成高子,CZB,True,True,True,False,False,126.836708,45.699963
先锋,NQQ,True,True,True,False,False,133.128708,46.294998
彝良南,,True,False,False,False,False,103.92295940021413,27.51105721178293
阆中,LZE,True,True,True,False,False,105.96405002528304,31.56264184388957
新晃西,EWQ,True,True,True,True,True,109.126472,27.380254
灵宝西,LPF,True,True,True,True,True,110.689011,34.57664
高峰,,True,False,False,False,False,125.282532,49.069122
六合,KLH,True,True,True,False,False,118.846098,32.365325
俞冲,,True,False,False,False,False,104.700188,29.217094
长征,CZJ,True,True,True,False,False,104.848175,36.723526
嫩江,NGX,True,True,True,False,False,125.248618,49.177833
大成,DCT,True,True,True,False,False,123.350937,41.828239
葫芦岛,HLD,True,True,True,True,True,120.869077,40.754423
梅州,MOQ,True,True,True,False,False,116.130376,24.258116
河间西,HXP,True,True,True,False,False,115.955868,38.504866
始兴,IPQ,True,True,True,True,True,114.076069,24.96636
兴莲,,True,False,False,False,False,130.319595,46.903301
叶榭,,True,False,False,False,False,121.329536,30.940374
泉阳,QYL,True,True,True,False,False,127.54068,42.339668
昭通南,,True,False,False,False,False,103.813002,27.328374
密山西,,True,False,False,False,False,131.823787,45.515102
桐柏,TBF,True,True,True,True,True,113.436226,32.389635
金州,JZT,True,True,True,True,True,121.726627,39.088389
绿潭,,True,False,False,False,False,129.380325,47.115181
祁阳,QWQ,True,True,True,True,True,111.83187,26.60851
石门县北,VFQ,True,True,True,False,False,111.434362,29.599691
二道沙河,,True,False,False,False,False,116.27148178927284,40.13157283143242
揭阳,JRQ,True,True,True,False,False,116.370034,23.570759
神木南,OMY,True,True,True,False,False,110.49925,38.8365
福利屯,FTB,True,True,True,False,False,131.134445,46.722446
商丘,SQF,True,True,True,True,True,115.658058,34.44619
小寺沟,ESP,True,True,True,False,False,118.645699,40.899517
棕溪,ZOY,True,True,True,False,False,109.563744,32.868889
代县,DKV,True,True,True,False,False,112.984503,39.076841
东湾,DRJ,True,True,True,False,False,104.745552,36.651337
榆树屯,YSX,True,True,True,False,False,126.53960936347067,44.84543972769254
神池,SMV,True,True,True,False,False,112.198723,39.082724
永和,,True,False,False,False,False,121.5245144292108,25.01050445234519
小金口,NKQ,True,True,True,False,False,114.42387601673212,23.157857605579647
延吉西,YXL,True,True,True,False,False,129.415089,42.903969
永福南,YBZ,True,True,True,True,True,109.999605,24.998702
阿金,AJD,True,True,True,False,False,121.754883,42.043633
海门,HMU,True,True,True,False,False,121.281853,31.897691
保定东,BMP,True,True,True,False,False,115.601259,38.864107
清河门,QHD,True,True,True,False,False,121.420329,41.776846
四棵树,,True,False,False,False,False,94.125969,42.132755
巨宝,JRT,True,True,True,False,False,123.480553,44.716003
汤逊湖,THN,True,True,True,False,False,114.384979,30.443527
应县,YZV,True,True,True,True,True,113.191099,39.554247
哈尔滨北,HTB,True,True,True,False,False,126.539635,45.849041
桦南,HNB,True,True,True,False,False,130.583126,46.244254
马三家,MJT,True,True,True,False,False,123.237511,41.898613
杏树,XSB,True,True,True,False,False,130.563507,45.92289
水地,,True,False,False,False,False,119.164467,42.352283
蔺家楼,ULK,True,True,True,False,False,117.575531,36.252274
岳家井,YGJ,True,True,True,False,False,101.891617,38.470776
建宁县北,JCS,True,True,True,True,True,116.871363,26.915431
通海,TAM,True,True,True,False,False,102.668498,24.116393
广安,VJW,True,True,True,False,False,106.896619,30.493585
英德,YDQ,True,True,True,False,False,113.438832,24.159299
常德,VGQ,True,True,True,False,False,111.694993,29.070487
兴城,XCD,True,True,True,True,True,120.702488,40.623738
五家,WUB,True,True,True,False,False,125.68383,44.967258
蓬莱市,POK,True,True,True,False,False,120.758848,37.810661
四马架,,True,False,False,False,False,130.634216,46.780647
金马村,JMM,True,True,True,False,False,104.78791586853468,30.48221180234713
旌德,NSH,True,True,True,False,False,118.529048,30.291845
共青城,GAG,True,True,True,True,True,115.775388,29.24251
蛟河西,JOL,True,True,True,False,False,127.344501,43.723713
融水,RSZ,True,True,True,False,False,109.240088,25.071273
日照西,KZK,True,True,True,True,True,119.420097,35.390972
顺德学院,OJQ,True,True,True,False,False,113.319415,22.822657
龙洞堡,FVW,True,True,True,False,False,106.365402,32.12796
乌审旗,,True,False,False,False,False,108.817607,38.604136
石岭,SOL,True,True,True,False,False,124.704498,43.091869
煤田,,True,False,False,False,False,121.319862,49.479477
嘉峪关南,JBJ,True,True,True,True,True,98.310337,39.718095
岭北,,True,False,False,False,False,121.760963,50.307461
灌南,,True,False,False,False,False,119.280292,34.099033
石景山南,SRP,True,True,True,False,False,116.214393,39.874761
冕山,,True,False,False,False,False,102.30909,28.353952
海北,HEB,True,True,True,False,False,123.44998790262696,41.82008709824744
西固,XIJ,True,True,True,False,False,103.60378,36.105075
扶余北,FBT,True,True,True,False,False,126.002821,45.008118
褚家湾,CWJ,True,True,True,False,False,106.120056,36.4063
罗江东,IKW,True,True,True,False,False,104.535284,31.303531
祁县东,QGV,True,True,True,False,False,112.357443,37.323583
福山镇,FZQ,True,True,True,False,False,120.563507,37.400216
五龙背东,WMT,True,True,True,False,False,123.948769,47.340771
贵阳北,KQW,True,True,True,True,True,106.674333,26.619563
深圳东,BJQ,True,True,True,True,True,114.120074,22.601686
益阳,AEQ,True,True,True,True,True,112.342248,28.53809
陶家屯,TOT,True,True,True,False,False,124.988777,43.645596
新保安,XAP,True,True,True,False,False,121.345314,31.747328
福泉,VMW,True,True,True,False,False,107.536522,26.625123
新立镇,XGT,True,True,True,False,False,126.727722,44.693623
合肥南,ENH,True,True,True,True,True,117.290288,31.798983
栟茶,FWH,True,True,True,False,False,120.880455,32.499767
辽阳,LYT,True,True,True,True,True,123.168028,41.281632
古浪,GLJ,True,True,True,False,False,102.92411303372124,37.48578428393444
沁阳,QYF,True,True,True,False,False,112.949767,35.199842
惠安,HNS,True,True,True,False,False,118.714828,25.057271
武陟,WIF,True,True,True,True,True,113.451806,35.08884
迤那,,True,False,False,False,False,103.888687,27.080811
平台,PVT,True,True,True,False,False,122.661346,45.71891
嘉峰,JFF,True,True,True,False,False,112.522072,35.586189
贵溪,GXG,True,True,True,False,False,117.215143,28.289538
西阳村,XQF,True,True,True,False,False,112.874184,35.873383
中山,ZSQ,True,True,True,True,True,113.433384,22.543779
乐平市,LPG,True,True,True,False,False,117.114517,28.96599
晋江,JJS,True,True,True,True,True,118.459144,24.794454
柳家庄,,True,False,False,False,False,122.121994,41.502705
商丘南,SPF,True,True,True,False,False,115.704619,34.408093
清徐,QUV,True,True,True,False,False,112.364503,37.611228
拉哈,LHX,True,True,True,False,False,124.629997,48.205532
江边村,JBG,True,True,True,False,False,113.119156,27.64876
八方,,True,False,False,False,False,124.786499,48.409168
鄯善,SSR,True,True,True,False,False,90.483526,43.098331
敖力布告,ALD,True,True,True,False,False,123.023888,44.243645
弋阳,YIG,True,True,True,True,True,117.445175,28.4109
蒙自,MZM,True,True,True,False,False,103.431059,23.373892
陇西,LXJ,True,True,True,True,True,104.70465,34.95187
照福铺,ZFM,True,True,True,False,False,103.380127,25.453552
贵定北,FMW,True,True,True,True,True,107.232445,26.593207
霍州东,HWV,True,True,True,False,False,111.837052,36.564471
大同南,,True,False,False,False,False,113.279952,39.989759
桃村北,TOK,True,True,True,False,False,121.14666,37.211731
江宁,JJH,True,True,True,False,False,118.898923,31.936008
安图西,AXL,True,True,True,False,False,128.894922,43.113594
峡江,EJG,True,True,True,True,True,115.336293,27.598462
太原南,TNV,True,True,True,True,True,112.609959,37.791069
松树,SFT,True,True,True,False,False,122.097939,39.82608
杜家,DJL,True,True,True,False,False,107.56916,40.809162
漠河,MVX,True,True,True,False,False,122.507676,52.988317
昭通,ZDW,True,True,True,False,False,103.791238,27.385457
漳平,ZPS,True,True,True,False,False,117.419635,25.306931
玉石,YSJ,True,True,True,False,False,101.891624,38.470779
沟帮子,GBD,True,True,True,True,True,121.774864,41.361858
法启,FQE,True,True,True,False,False,105.547966,27.101744
沈家,OJB,True,True,True,False,False,121.636604,29.941713
李市镇,,True,False,False,False,False,105.398491,29.314455
石坝,OBJ,True,True,True,False,False,114.595055,23.521545
宝泉岭,BQB,True,True,True,False,False,130.522736,47.430317
陇县,LXY,True,True,True,True,True,106.85069,34.870916
涿州,ZXP,True,True,True,False,False,115.984188,39.48107
白银市,BNJ,True,True,True,False,False,104.138559,36.544756
泰安,TMK,True,True,True,True,True,117.035281,36.172243
芦台,LTP,True,True,True,False,False,117.844795,39.329258
陇南,INJ,True,True,True,False,False,104.959803,33.374394
延平西,YWS,True,True,True,True,True,118.11964259379526,26.57367097023152
万乐,WEB,True,True,True,False,False,126.463577,45.885532
桐庐,TLU,True,True,True,True,True,119.734427,29.787993
艾河,AHP,True,True,True,False,False,114.547806,39.393742
安亭北,ASH,True,True,True,True,True,121.158585,31.314981
天桥沟,,True,False,False,False,False,116.992679,36.670268
青沟子,,True,False,False,False,False,105.985809,32.452194
阳东,WLQ,True,True,True,False,False,125.36976711817532,43.89857327552188
塔崖驿,TYP,True,True,True,False,False,115.007011,39.428898
上万,SWP,True,True,True,False,False,116.048988,39.829781
紫阳,ZVY,True,True,True,True,True,108.549354,32.525217
三江县,SOZ,True,True,True,False,False,109.572913,25.834363
大英东,IAW,True,True,True,True,True,105.279339,30.567956
德仁,,True,False,False,False,False,124.935577,42.940636
黄瓜园,HYM,True,True,True,False,False,101.863556,25.823687
清镇西,,True,False,False,False,False,106.67329,26.487725
杨家营,,True,False,False,False,False,118.248268,42.142059
邵家堂,SJJ,True,True,True,False,False,103.874062,36.180576
郁南,YKQ,True,True,True,False,False,111.469732,23.245397
边沟,,True,False,False,False,False,124.378448,40.723892
新开,,True,False,False,False,False,122.279984,41.071007
十渡,SEP,True,True,True,False,False,115.589722,39.64711
来宾,UBZ,True,True,True,True,True,109.241515,23.730439
八达岭,ILP,True,True,True,False,False,116.001526,40.360146
江油,JFW,True,True,True,True,True,104.770675,31.780972
察素齐,CSC,True,True,True,False,False,111.126045,40.705784
春阳,CAL,True,True,True,False,False,129.444626,43.715687
怀化,HHQ,True,True,True,True,True,109.967147,27.55832
吐鲁番,TFR,True,True,True,False,False,88.874824,43.15144
福州,FZS,True,True,True,True,True,119.32026,26.11408
官字井,GOT,True,True,True,False,False,123.802498,45.004837
塔城,,True,False,False,False,False,82.980316,46.745364
梅花山,,True,False,False,False,False,119.95385957308332,30.245071889294348
茨坝,,True,False,False,False,False,118.270531,37.26825
三堂集,SDH,True,True,True,False,False,115.823257,33.336746
泗县,GPH,True,True,True,False,False,117.910629,33.482982
巴日图,,True,False,False,False,False,97.959808,30.274364
威宁,,True,False,False,False,False,104.25948063397878,26.879247190553315
二营,RYJ,True,True,True,False,False,106.236206,36.194817
河口北,HBM,True,True,True,False,False,118.516,37.888423
任丘,RQP,True,True,True,False,False,116.144492,38.694689
泽润里,ZLM,True,True,True,False,False,102.314056,25.099888
庙宫,,True,False,False,False,False,117.865387,41.717197
锡林浩特,XTC,True,True,True,False,False,116.027709,43.919149
公庙子,GMC,True,True,True,False,False,108.964462,40.624729
长寿,EFW,True,True,True,False,False,106.964506,29.789618
甘旗卡,GQD,True,True,True,True,True,122.355888,42.958878
卫星,WVB,True,True,True,False,False,126.64978,42.177402
烟筒屯,YUX,True,True,True,False,False,124.162598,47.004322
周家,ZOB,True,True,True,False,False,126.672783,45.461666
临沂东,UYK,True,True,True,False,False,118.346354,35.037189
下城子,XCB,True,True,True,False,False,130.45301084308187,44.676988722229886
哈尔滨西,VAB,True,True,True,True,True,126.576958,45.707321
怀柔北,HBP,True,True,True,False,False,116.692473,40.409117
来凤,,True,False,False,False,False,109.404681,29.487292
常平,DAQ,True,True,True,False,False,114.006233,22.983292
云梦东,,True,False,False,False,False,113.90638,30.920798
湖口,HKG,True,True,True,False,False,116.284728,29.729201
乌尔旗汗,WHX,True,True,True,False,False,121.385376,49.566174
广德,GRH,True,True,True,False,False,119.409405,30.911876
鹿道,LDL,True,True,True,False,False,129.289703,43.876598
太原北,TBV,True,True,True,False,False,112.565809,37.917886
路口铺,LKQ,True,True,True,False,False,113.36602,29.509983
博白,BBZ,True,True,True,False,False,109.99393,22.231358
深圳西,OSQ,True,True,True,False,False,113.907596,22.526145
厦门,XMS,True,True,True,True,True,118.116183,24.467559
乃林,NLD,True,True,True,False,False,119.273453,41.911484
蒙自北,MBM,True,True,True,False,False,103.301921,23.467969
杨村,YBP,True,True,True,True,True,117.064713,39.355251
三门峡西,SXF,True,True,True,False,False,111.081702,34.686941
蒲江,PJE,True,True,True,False,False,103.50352502833734,30.197411081841263
邹城,ZIK,True,True,True,True,True,116.958562,35.401125
邵阳北,OVQ,True,True,True,True,True,111.504316,27.573319
合肥北城,COH,True,True,True,True,True,117.252801,32.063347
南丰,NFG,True,True,True,False,False,116.600912,27.285759
牙屯堡,YTZ,True,True,True,False,False,109.622711,26.130135
许昌,XCF,True,True,True,False,False,113.820849,34.020355
登沙河,DWT,True,True,True,False,False,114.50394757121664,36.867310200586445
沈家河,OJJ,True,True,True,False,False,106.268272,36.121037
松青,,True,False,False,False,False,129.119217,47.097183
苍石,CST,True,True,True,False,False,124.520805,41.987904
大灰厂,DHP,True,True,True,False,False,116.127785,39.852005
兰州西,LAJ,True,True,True,True,True,103.752244,36.069001
一间堡,YJT,True,True,True,False,False,125.359146,44.002304
三江南,SWZ,True,True,True,False,False,109.576269,25.725157
岫岩,,True,False,False,False,False,123.274974,40.284331
察尔汗,,True,False,False,False,False,95.304932,36.809452
阳西,WMQ,True,True,True,False,False,111.625922,21.747196
枣林,ZIV,True,True,True,False,False,113.094505,39.132488
狮山,KSQ,True,True,True,False,False,112.956467,23.114594
兰州,LZJ,True,True,True,True,True,103.850378,36.035373
银浪,YJX,True,True,True,False,False,124.854362,46.490993
高安,GCG,True,True,True,True,True,115.385896,28.469692
山海关,SHD,True,True,True,True,True,119.767439,40.000697
查布嘎,CBC,True,True,True,False,False,120.069183,43.8578
西平,XPN,True,True,True,False,False,114.038456,33.377455
长临河,FVH,True,True,True,False,False,107.432895,40.74486
牛庄,,True,False,False,False,False,122.51844,40.93441
郯城,TZK,True,True,True,False,False,118.376129,34.602448
玉屏,YZW,True,True,True,True,True,108.933752,27.238792
